"1/30/1781","Kth","French","Zémire et Azor","Opéra comique","Marmontel","Grétry"
"1/31/1781","Bth","Court","Der Westindier","Lustspiel","Cumberland","NA"
"","","","",,"Kepner",
"1/31/1781","Kth","Kinder","Präsentirt das Gewehr","Lustspiel","Müller","NA"
"1/31/1781","Kth","Kinder","Matrosen Ballet","Ballet","Decamp","unknown"
"2/1/1781","Bth","Court","Die Verlobung","Lustspiel","Brömel","NA"
"2/1/1781","Bth","Court","Die pücefarbnen Schuhe, oder Die schöne Schusterin","Singspiel","Stephanie d. J.","Umlauf"
"2/1/1781","Kth","French","La Rosière de Salency","Opéra comique","Favart","Philidor"
"2/2/1781","Bth","","Concert, Peter Winter and Franz Tausch",,"",
"2/3/1781","Bth","Court","Wahrheit ist gut Ding","Lustspiel","Goldoni","NA"
"","","","",,"Schletter",
"2/3/1781","Kth","French","Le Barbier de Séville","Comédie","Beaumarchais","NA"
"2/3/1781","Kth","French","La Belle Cordonniere","Opéra comique","unknown","unknown"
"2/4/1781","Kth","Kinder","Die Näscherinn","Singspiel","Weiße","Kriner"
"2/4/1781","Kth","Kinder","Die Horazier","Ballet","Vogt","unknown"
"2/4/1781","Bth","Court","Wahrheit ist gut Ding","Lustspiel","Goldoni","NA"
"","","","",,"Schletter",
"2/5/1781","Bth","Court","Die junge Indianerinn","Lustspiel","Chamfort","NA"
"2/5/1781","Bth","Court","Was erhält die Männer treu?","Singspiel","Zehnmark","Ruprecht"
"2/5/1781","Kth","French","L'Ami de la maison","Comédie mêlée d'ariettes","Marmontel","Grétry"
"2/5/1781","Kth","French","No title","Ballet","unknown","unknown"
"2/6/1781","Bth","Court","Die Holländer","Lustspiel","Goldoni","NA"
"","","","",,"Bock",
"2/6/1781","Kth","Kinder","Die natürliche Zauberey","Lustspiel","Weiße","NA"
"2/6/1781","Kth","Kinder","Die Horazier","Ballet","Vogt","unknown"
"2/7/1781","Bth","Court","Erwine von Steinheim","Trauerspiel","Blumauer","NA"
"2/7/1781","Kth","French","La Fausse Magie","Comédie mêlée d'ariettes","Marmontel","Grétry"
"2/7/1781","Kth","French","No title","Ballet","unknown","unknown"
"2/8/1781","Bth","Court","Bekir und Gulroui","Lustspiel","Cardonne","NA"
"","","","",,"Ratschky",
"2/8/1781","Bth","Court","Der eifersüchtige Liebhaber","Singspiel","Hales","Grétry"
"","","","",,"Stephanie d. J.",
"2/8/1781","Kth","Kinder","Die Näscherinn","Singspiel","Weiße","Kriner"
"2/8/1781","Kth","Kinder","Die Horazier","Ballet","Vogt","unknown"
"2/9/1781","Bth","","Concert, Johann Konrad Schlick and Christian Danner",,"",
"2/10/1781","Bth","Court","Der Hausvater","Lustspiel","Diderot","NA"
"","","","",,"Lessing",
"2/10/1781","Kth","Kinder","Hanns bleibt Hanns, oder der Bauer, ein Fürst","Lustspiel","Schink","NA"
"2/10/1781","Kth","Kinder","Adelheid von Ponthieu","Ballet","Noverre","Starzer"
"","","","",,"Vogt",
"2/11/1781","Bth","Court","Die Wildschützen","Lustspiel","Stephanie d. J.","unknown"
"2/11/1781","Kth","French","L'Amoreux de quinze ans","Comédie mêlée d'ariettes","Laujon","Martini"
"2/11/1781","Kth","French","No title","Ballet","unknown","unknown"
"2/12/1781","Bth","Court","Die Pilgrime von Mekka","Singspiel","Dancourt","Gluck"
"","","","",,"Faber",
"2/12/1781","Kth","Kinder","Die natürliche Zauberey","Lustspiel","Weiße","NA"
"2/12/1781","Kth","Kinder","Die Horazier","Ballet","Vogt","unknown"
"2/13/1781","Bth","Court","Der Spleen","Lustspiel","Stephanie d. J.","NA"
"2/13/1781","Bth","Court","Der Sklavenhändler von Smyrna","Singspiel","Chamfort","unknown"
"2/13/1781","Kth","French","La Bonne Fille","Opéra comique","unknown","unknown"
"","","","",,"",
"2/13/1781","Kth","French","Le François à Londres","Comédie","Boissy","NA"
"2/14/1781","Bth","Court","Der Graf von Walltron","Trauerspiel","Möller","NA"
"2/14/1781","Kth","Kinder","Die Näscherinn","Singspiel","Weiße","Kriner"
"2/14/1781","Kth","Kinder","Agamemnon","Ballet","Noverre","unknown"
"","","","",,"Decamp",
"2/15/1781","Bth","Court","Die Liebe unter den Handwerksleuten","Singspiel","Goldoni","Gassmann"
"","","","",,"unknown",
"2/15/1781","Kth","French","Le Déserteur","Drame mêlé de musique","Sedaine","Monsigny"
"","","","",,"Stephanie d. J.",
"2/15/1781","Kth","French","No title","Ballet","unknown","unknown"
"2/16/1781","Bth","","Concert, Anton Ulbrich",,"",
"2/17/1781","Bth","Court","Das Loch in der Thüre","Lustspiel","Stephanie d. J.","NA"
"2/17/1781","Kth","French","Les Talens à la mode","Comédie","Boissy","NA"
"2/17/1781","Kth","French","La Double Frayeur","Comédie","unknown","NA"
"2/17/1781","Kth","French","No title","Ballet","unknown","unknown"
"2/18/1781","Bth","Court","Das Loch in der Thüre","Lustspiel","Stephanie d. J.","NA"
"2/18/1781","Kth","Kinder","Hanns bleibt Hanns, oder der Bauer, ein Fürst","Lustspiel","Schink","NA"
"2/18/1781","Kth","Kinder","Die Horazier","Ballet","Vogt","unknown"
"2/19/1781","Bth","Court","Die Liebe unter den Handwerksleuten","Singspiel","Goldoni","Gassmann"
"","","","",,"unknown",
"2/19/1781","Kth","French","Les Talens à la mode","Comédie","Boissy","NA"
"2/19/1781","Kth","French","Le Tonnellier","Opéra comique","Audinot","Gossec"
"2/19/1781","Kth","French","No title","Ballet","unknown","unknown"
"2/20/1781","Bth","Court","Der Jurist und der Bauer","Lustspiel","Rautenstrauch","NA"
"2/20/1781","Kth","Kinder","Ariadne auf Naxos","Duodrama","Brandes","Benda"
"2/20/1781","Bth","Court","Medea","Melodrama","Gotter","Benda"
"2/20/1781","Kth","Kinder","Die Horazier","Ballet","Vogt","unknown"
"2/21/1781","Bth","Court","Soliman der Zweyte, oder Die drey Sultaninnen","Lustspiel","Favart","NA"
"2/21/1781","Bth","Court","Der Sklavenhändler von Smyrna","Singspiel","Chamfort","unknown"
"2/21/1781","Kth","French","Le Mercure galant ou la Comédie sans titre","Comédie","Boursault","NA"
"2/21/1781","Kth","French","La Double Frayeur","Comédie","unknown","NA"
"2/21/1781","Kth","French","No title","Ballet","unknown","unknown"
"2/22/1781","Bth","Court","Das Winterquartier in Amerika","Lustspiel","Babo","NA"
"2/22/1781","Bth","Court","Der eifersüchtige Liebhaber","Singspiel","Hales","Grétry"
"","","","",,"Stephanie d. J.",
"2/22/1781","Kth","Kinder","Die wahre Liebe","Lustspiel","Schiebeler","NA"
"2/22/1781","Kth","Kinder","Die Näscherinn","Singspiel","Weiße","Kriner"
"2/22/1781","Kth","Kinder","Adelheid von Ponthieu","Ballet","Noverre","Starzer"
"","","","",,"Vogt",
"2/23/1781","Bth","","Concert, Tebaldo Monzani",,"",
"2/24/1781","Bth","Court","Das Loch in der Thüre","Lustspiel","Stephanie d. J.","NA"
"2/24/1781","Kth","Kinder","Hanns bleibt Hanns, oder der Bauer, ein Fürst","Lustspiel","Schink","NA"
"2/24/1781","Kth","Kinder","Die wahre Liebe","Lustspiel","Schiebeler","NA"
"2/24/1781","Kth","Kinder","Die Horazier","Ballet","Vogt","unknown"
"2/25/1781","Bth","Court","Die Rechnung ohne den Wirth","Lustspiel","Schletter","NA"
"2/25/1781","Bth","Court","Die pücefarbnen Schuhe, oder Die schöne Schusterin","Singspiel","Stephanie d. J.","Umlauf"
"2/25/1781","Kth","French","Don Japhet d'Armenie","Comédie","Scarron","NA"
"2/25/1781","Kth","French","No title","Ballet","unknown","unknown"
"2/26/1781","Bth","Court","Wahrheit ist gut Ding","Lustspiel","Goldoni","NA"
"","","","",,"Schletter",
"2/26/1781","Kth","Kinder","Hanns bleibt Hanns, oder der Bauer, ein Fürst","Lustspiel","Schink","NA"
"2/26/1781","Kth","Kinder","Die Näscherinn","Singspiel","Weiße","Kriner"
"2/26/1781","Kth","Kinder","Die Horazier","Ballet","Vogt","unknown"
"2/27/1781","Bth","Court","Der Schneider und sein Sohn","Lustspiel","Fuß","NA"
"2/27/1781","Bth","Court","Der Faßbinder","Singspiel","Poinsinet","Philidor"
"2/27/1781","Kth","French","L'Amoreux de quinze ans","Comédie mêlée d'ariettes","Laujon","Martini"
"2/27/1781","Kth","French","Rose et Colas","Opéra comique","Sedaine","Monsigny"
"2/27/1781","Kth","French","No title","Ballet","unknown","unknown"
"3/4/1781","Bth","","Concert, Valentin Adamberger",,"",
"3/6/1781","Bth","","Concert, Mathias Thurner",,"",
"3/8/1781","Bth","","Concert, French company",,"",
"3/11/1781","Kth","","Concert, Tonkünstler-Societät",,"",
"3/12/1781","Bth","","Concert, Ludwig Fischer",,"",
"3/13/1781","Kth","","Concert, Tonkünstler-Societät",,"",
"3/15/1781","Bth","","Concert, Józef Boruwłaski (dwarf)",,"",
"3/18/1781","Bth","","Concert, Vincenzo Righini",,"",
"3/19/1781","Bth","","Concert, Friedrich Ramm",,"",
"3/20/1781","Kth","","Concert, Elisabeth Mara",,"",
"3/25/1781","Bth","","Concert, Vincenzo Righini",,"",
"3/26/1781","Bth","","Concert, Peter Winter and Franz Tausch",,"",
"3/27/1781","Bth","","Concert, Madame Olivieri",,"",
"3/29/1781","Bth","","Concert, Madame Varenne",,"",
"4/1/1781","Kth","","Concert, Tonkünstler-Societät",,"",
"4/3/1781","Kth","","Concert, Tonkünstler-Societät",,"",
"4/5/1781","Kth","","Concert, Elisabeth Mara",,"",
"4/16/1781","Bth","Court","Agnes Bernauerinn","Trauerspiel","Toerring","NA"
"4/17/1781","Bth","Court","Die Pilgrime von Mekka","Singspiel","Dancourt","Gluck"
"","","","",,"Faber",
"4/17/1781","Kth","French","Eugenie","Trauerspiel","Beaumarchais","NA"
"","","","",,"unknown",
"4/17/1781","Kth","French","L'Epoux par supercherie","Comédie","Boissy","NA"
"4/18/1781","Bth","Court","Agnes Bernauerinn","Trauerspiel","Toerring","NA"
"4/19/1781","Bth","Court","Die verfolgte Unbekannte","Singspiel","Petrosellini","Anfossi"
"","","","",,"Stephanie d. J.",
"4/19/1781","Kth","French","L'Homme du jour","Comédie","Boissy","NA"
"4/19/1781","Kth","French","Les Legs","Comédie","Marivaux","NA"
"4/20/1781","Bth","unknown","Wissenschaft geht vor Schönheit","Lustspiel","Goldoni","NA"
"","","","",,"Bock",
"4/21/1781","Bth","Court","Die Gefahren der Verführung","Schauspiel","Mercier","NA"
"","","","",,"Schröder",
"4/21/1781","Bth","Court","Adelaide, oder die Antipathie gegen die Liebe","Lustspiel","Du Doyer de Gastels","NA"
"","","","",,"Schröder",
"4/22/1781","Bth","Court","Die Gefahren der Verführung","Schauspiel","Mercier","NA"
"","","","",,"Schröder",
"4/22/1781","Kth","French","Les Deux Chasseurs et la Laitière","Comédie mêlée d'ariettes","Anseaume","Duni"
"4/22/1781","Kth","French","L'Officier et le grand Baillif","Comédie","unknown","NA"
"4/23/1781","Bth","Court","Die große Batterie","Lustspiel","Ayrenhoff","NA"
"4/23/1781","Bth","Court","Andromeda und Perseus","Schauspiel","Kempelen","Zimmermann"
"4/24/1781","Bth","Court","Die gegenseitige Probe","Lustspiel","Legrand","NA"
"","","","",,"Meißner",
"4/24/1781","Bth","Court","Der Hausfreund","Singspiel","Marmontel","Grétry"
"","","","",,"Stephanie d. J.",
"4/24/1781","Kth","French","Les Trois Jumeaux vénetiens","Comédie","Colalto Mattiuzzi","NA"
"","","","",,"Marcouville",
"4/24/1781","Kth","French","L'Amant, Auteur et Valet","Comédie","Cérou","NA"
"4/25/1781","Bth","Court","Emilia Galotti","Trauerspiel","Lessing","NA"
"4/25/1781","Kth","French","Les Folies amoureuses","Comédie","Regnard","NA"
"4/25/1781","Kth","French","L'Homme noir, ou le Spleen","Comédie","Gernevalde","NA"
"4/26/1781","Bth","Court","Jenny, oder die Uneigennützigkeit","Drame","Marsollier","NA"
"4/26/1781","Bth","Court","Adrast und Isidore, oder die Nachtmusik","Singspiel","Bretzner","Miča"
"","","","",,"Molière",
"4/27/1781","Bth","unknown","Die verstorbene Ehefrau","Lustspiel","Bretzner","NA"
"4/27/1781","Kth","","Concert, Johann Lausch",,"",
"4/28/1781","Kth","Court","Die Schwäger","Trauerspiel","Eckardt","NA"
"4/28/1781","Bth","Court","Adelaide, oder die Antipathie gegen die Liebe","Lustspiel","Du Doyer de Gastels","NA"
"","","","",,"Schröder",
"4/28/1781","Kth","French","Le Tableau parlant","Opéra comique","Anseaume","Grétry"
"4/28/1781","Kth","French","Les Précieuses ridicules","Comédie","Molière","Monsigny"
"4/28/1781","Kth","French","Pygmalion","Melodrama","Rousseau","Coignet"
"4/29/1781","Bth","Court","Die Schwäger","Trauerspiel","Eckardt","NA"
"4/29/1781","Bth","Court","Der dankbare Sohn","Lustspiel","Engel","NA"
"4/29/1781","Kth","French","Monsieur de St. Charles","Comédie","Gernevalde","NA"
"4/29/1781","Kth","French","La Servante maitresse","Opéra comique","Favart","unknown"
"4/30/1781","Bth","Court","Der Rauchfangkehrer","Singspiel","Auenbrugger","Salieri"
"5/1/1781","Bth","Court","Der sehende Blinde","Lustspiel","Legrand","NA"
"","","","",,"Seyfried",
"5/1/1781","Bth","Court","Andromeda und Perseus","Schauspiel","Kempelen","Zimmermann"
"5/1/1781","Kth","French","La Servante maitresse","Opéra comique","Favart","unknown"
"5/1/1781","Kth","French","Monsieur de St. Charles","Comédie","Gernevalde","NA"
"5/2/1781","Bth","Court","Der flatterhafte Ehemann","Lustspiel","Cibber","NA"
"","","","",,"Bock",
"5/2/1781","Kth","","Concert, Brigida Banti",,"",
"5/3/1781","Bth","Court","Die abgenöthige Einwilligung","Lustspiel","Guyot de Merville","NA"
"","","","",,"Gebler",
"5/3/1781","Bth","Court","Der eifersüchtige Liebhaber","Singspiel","Hales","Grétry"
"","","","",,"Stephanie d. J.",
"5/3/1781","Kth","French","L'École des femmes","Comédie","Molière","NA"
"5/3/1781","Kth","French","Les Deux Chasseurs et la Laitière","Comédie mêlée d'ariettes","Anseaume","Duni"
"5/4/1781","Bth","unknown","Die verstorbene Ehefrau","Lustspiel","Bretzner","NA"
"5/5/1781","Bth","Court","Die Schwäger","Trauerspiel","Eckardt","NA"
"5/5/1781","Bth","Court","Wer wird sie kriegen","Lustspiel","Eckardt","NA"
"5/5/1781","Kth","French","Rose et Colas","Opéra comique","Sedaine","Monsigny"
"5/5/1781","Kth","French","Democrite amoureux","Comédie","Regnard","NA"
"5/6/1781","Bth","Court","Der Neugierige","Lustspiel","Stephanie d. J.","NA"
"5/6/1781","Kth","French","Elle a raison","Comédie","unknown","NA"
"5/6/1781","Kth","French","Monsieur de St. Charles","Comédie","Gernevalde","NA"
"5/7/1781","Bth","Court","Der Schubkarren des Essighändlers","Lustspiel","Mercier","NA"
"","","","",,"Brahm",
"5/7/1781","Bth","Court","Ariadne auf Naxos","Duodrama","Brandes","Benda"
"5/8/1781","Bth","Court","Der Rauchfangkehrer","Singspiel","Auenbrugger","Salieri"
"5/8/1781","Kth","French","Le Père de famille","Comédie","Diderot","NA"
"5/9/1781","Bth","Court","Wahrheit ist gut Ding","Lustspiel","Goldoni","NA"
"","","","",,"Schletter",
"5/9/1781","Kth","","Concert, Brigida Banti",,"",
"5/10/1781","Bth","Court","Der Rauchfangkehrer","Singspiel","Auenbrugger","Salieri"
"5/10/1781","Kth","French","Le Sorcier","Opéra comique","Poinsinet","Philidor"
"5/10/1781","Kth","French","Dupuis et Desronais","Comédie","Collé","NA"
"5/11/1781","Bth","unknown","Der Zaubergürtel","Lustspiel","Rousseau","NA"
"","","","",,"unknown",
"5/11/1781","Bth","unknown","Ariadne auf Naxos","Duodrama","Brandes","Benda"
"5/12/1781","Bth","Court","Geschwind, eh es jemand erfährt","Lustspiel","Goldoni","NA"
"","","","",,"Bock",
"5/12/1781","Bth","Court","Andromeda und Perseus","Schauspiel","Kempelen","Zimmermann"
"5/12/1781","Kth","French","Le Maréchal ferrant","Opéra comique","Quétant","Philidor"
"","","","",,"Anseaume",
"5/12/1781","Kth","French","Elle a raison","Comédie","unknown","NA"
"5/13/1781","Bth","Court","Der Rauchfangkehrer","Singspiel","Auenbrugger","Salieri"
"5/13/1781","Kth","French","L'Officieux","Comédie","Piédefer","NA"
"5/13/1781","Kth","French","Nanette et Lucas","Opéra comique","Framery","d'Herbain"
"5/14/1781","Bth","Court","Das Loch in der Thüre","Lustspiel","Stephanie d. J.","NA"
"5/14/1781","Kth","French","Monsieur de St. Charles","Comédie","Gernevalde","NA"
"5/14/1781","Kth","French","Silvain","Opéra comique","Marmontel","Grétry"
"5/15/1781","Bth","Court","Der Oberamtmann und die Soldaten","Schauspiel","d'Herbois","NA"
"","","","",,"Stephanie d. J.",
"5/16/1781","Bth","Court","Die Pilgrime von Mekka","Singspiel","Dancourt","Gluck"
"","","","",,"Faber",
"5/16/1781","Kth","French","Turcaret","Comédie","Lesage","NA"
"5/16/1781","Kth","French","Le Sorcier","Opéra comique","Poinsinet","Philidor"
"5/17/1781","Bth","Court","Die Gefahren der Verführung","Schauspiel","Mercier","NA"
"","","","",,"Schröder",
"5/17/1781","Bth","Court","Wer wird sie kriegen","Lustspiel","Eckardt","NA"
"5/17/1781","Kth","French","Le Cercle ou la Soirée à la mode","Comédie","Poinsinet","NA"
"5/17/1781","Kth","French","Les Trois Frères rivaux","Comédie","La Font","NA"
"5/17/1781","Kth","French","Les Deux Avares","Opéra comique","Falbaire de Quingey","Grétry"
"5/18/1781","Bth","unknown","Die Brüder","Lustspiel","Romanus","NA"
"5/18/1781","Kth","","Concert, Monsieur Cervasi",,"",
"5/19/1781","Bth","Court","Hamlet","Trauerspiel","Shakespeare","NA"
"","","","",,"Schröder",
"5/20/1781","Bth","Court","Der Bettelstudent","Lustspiel","Weidmann","NA"
"5/20/1781","Bth","Court","Nacht und Ungefähr","Lustspiel","Capacelli","NA"
"","","","",,"Laudes",
"5/20/1781","Kth","French","Les Pêcheurs","Opéra comique","La Salle","Gossec"
"5/20/1781","Kth","French","Les Fourberies de Scapin","Comédie","Molière","NA"
"5/21/1781","Bth","Court","Henriette","Lustspiel","Großmann","NA"
"5/22/1781","Bth","Court","Jenny, oder die Uneigennützigkeit","Drame","Marsollier","NA"
"5/22/1781","Bth","Court","Die eingebildeten Philosophen","Singspiel","Bertati","Paisiello"
"","","","",,"Stephanie d. J.",
"5/22/1781","Kth","French","L'Avocat Patelin","Comédie","Brueys","NA"
"5/22/1781","Kth","French","Nanette et Lucas","Opéra comique","Framery","d'Herbain"
"5/23/1781","Bth","Court","Athelstan","Trauerspiel","Brown","NA"
"5/24/1781","Kth","French","Le Tartuffe","Comédie","Molière","NA"
"5/24/1781","Kth","French","Le Tableau parlant","Opéra comique","Anseaume","Grétry"
"5/24/1781","Bth","Court","Das Portrait","Lustspiel","Beauchamps","NA"
"","","","",,"unknown",
"5/24/1781","Bth","Court","Die eingebildeten Philosophen","Singspiel","Bertati","Paisiello"
"","","","",,"Stephanie d. J.",
"5/25/1781","","","Theaters closed",,"",
"5/26/1781","Bth","Court","Der argwöhnische Ehemann","Lustspiel","Gotter","NA"
"5/26/1781","Kth","French","Le Legataire universel","Comédie","Regnard","NA"
"5/26/1781","Kth","French","Le Milicien","Comédie","Anseaume","Duni"
"5/27/1781","Bth","Court","Der argwöhnische Ehemann","Lustspiel","Gotter","NA"
"5/27/1781","Kth","French","Le Tartuffe","Comédie","Molière","NA"
"5/27/1781","Kth","French","Rose et Colas","Opéra comique","Sedaine","Monsigny"
"5/28/1781","Bth","Court","Die Widersprecherin","Lustspiel","Dufresny","NA"
"","","","",,"Gottsched",
"5/28/1781","Bth","Court","Die eingebildeten Philosophen","Singspiel","Bertati","Paisiello"
"","","","",,"Stephanie d. J.",
"5/29/1781","Bth","Court","Der Schmuck","Lustspiel","Sprickmann","NA"
"5/29/1781","Kth","French","La Servante maitresse","Opéra comique","Favart","unknown"
"5/29/1781","Kth","French","Monsieur de St. Charles","Comédie","Gernevalde","NA"
"5/30/1781","Bth","Court","Die Trauer","Lustspiel","Hauteroche","NA"
"","","","",,"Jester",
"5/30/1781","Bth","Court","Adrast und Isidore, oder die Nachtmusik","Singspiel","Bretzner","Miča"
"","","","",,"Molière",
"5/31/1781","Bth","Court","Romeo und Julie","Trauerspiel","Shakespeare","NA"
"","","","",,"Weiße",
"5/31/1781","Kth","French","Le Tartuffe","Comédie","Molière","NA"
"5/31/1781","Kth","French","La Servante maitresse","Opéra comique","Favart","unknown"
"6/1/1781","Bth","unknown","Hanns bleibt Hanns, oder der Bauer, ein Fürst","Lustspiel","Schink","NA"
"6/1/1781","Bth","unknown","Die Geschwisterliebe","Schauspiel","Weiße","NA"
"6/2/1781","Bth","Court","Der Herr Gevatter","Lustspiel","Prévost","NA"
"","","","",,"Pauerspach",
"6/2/1781","Bth","Court","Die eingebildeten Philosophen","Singspiel","Bertati","Paisiello"
"","","","",,"Stephanie d. J.",
"6/2/1781","Kth","French","Le Legataire universel","Comédie","Regnard","NA"
"6/2/1781","Kth","French","Le Huron","Opéra comique","Marmontel","Grétry"
"6/3/1781","","","Theaters closed for Pentecost (Pfingsten)",,"",
"6/4/1781","Bth","Court","Der Rauchfangkehrer","Singspiel","Auenbrugger","Salieri"
"6/4/1781","Kth","French","Le Huron","Opéra comique","Marmontel","Grétry"
"6/4/1781","Kth","French","Le Page étourdi","Comédie","unknown","NA"
"6/5/1781","Bth","Court","Eugenie, oder Die Tugend in Gefahr","Trauerspiel","Beaumarchais","NA"
"","","","",,"unknown",
"6/5/1781","Bth","Court","Die Rechnung ohne den Wirth","Lustspiel","Schletter","NA"
"6/6/1781","Bth","Court","Die Liebe unter den Handwerksleuten","Singspiel","Goldoni","Gassmann"
"","","","",,"unknown",
"6/7/1781","Bth","Court","Die Nebenbuhler","Lustspiel","Sheridan","NA"
"","","","",,"Engelbrecht",
"6/7/1781","Kth","French","Zémire et Azor","Opéra comique","Marmontel","Grétry"
"6/8/1781","","","Theaters closed",,"",
"6/9/1781","Bth","Court","Richard der Dritte","Trauerspiel","Weiße","NA"
"6/9/1781","Kth","French","Jeannot et Colin","Comédie","Voltaire","NA"
"6/9/1781","Kth","French","La Servante maitresse","Opéra comique","Favart","unknown"
"6/10/1781","Bth","Court","Die Wölfe in der Heerde","Lustspiel","Stephanie d. J.","NA"
"6/10/1781","Kth","French","Zémire et Azor","Opéra comique","Marmontel","Grétry"
"6/11/1781","Bth","Court","Die Wirthschaftlerinn","Lustspiel","Stephanie d. J.","NA"
"6/11/1781","Bth","Court","Die abgeredte Zauberey","Singspiel","Marmontel","Grétry"
"","","","",,"Stephanie d. J.",
"6/11/1781","Kth","unknown","Concert, Floravante Agostinelli",,"",
"6/12/1781","Bth","Court","Edwin und Emma","Schauspiel","Schraembl","NA"
"6/12/1781","Kth","French","Le Sorcier","Opéra comique","Poinsinet","Philidor"
"6/12/1781","Kth","French","Le Mari retrouvé","Comédie","Dancourt","NA"
"6/13/1781","Bth","Court","Die verfolgte Unbekannte","Singspiel","Petrosellini","Anfossi"
"","","","",,"Stephanie d. J.",
"6/14/1781","","","Theaters closed (Corpus Christi)",,"",
"6/15/1781","","","Theaters closed",,"",
"6/16/1781","Bth","Court","Die heimliche Heyrath","Lustspiel","Colman","NA"
"","","","",,"Schröder",
"6/16/1781","Kth","French","Adelaide, oder die Antipathie gegen die Liebe","Opéra comique","Marmontel","Grétry"
"6/17/1781","Bth","Court","Die heimliche Heyrath","Lustspiel","Colman","NA"
"","","","",,"Schröder",
"6/17/1781","Kth","French","La Fausse Magie","Comédie mêlée d'ariettes","Marmontel","Grétry"
"6/17/1781","Kth","French","La Fausse Suivante","Comédie","Marivaux","NA"
"6/18/1781","Bth","Court","Die verfolgte Unbekannte","Singspiel","Petrosellini","Anfossi"
"","","","",,"Stephanie d. J.",
"6/19/1781","Bth","Court","König Lear","Trauerspiel","Shakespeare","NA"
"6/19/1781","Kth","French","L'Ami de la maison","Comédie mêlée d'ariettes","Marmontel","Grétry"
"6/19/1781","Kth","French","Les Trois Frères rivaux","Comédie","La Font","NA"
"6/20/1781","Bth","Court","Der Rauchfangkehrer","Singspiel","Auenbrugger","Salieri"
"6/20/1781","Kth","French","La Servante maitresse","Opéra comique","Favart","unknown"
"6/20/1781","Kth","French","L'Ami de la maison","Comédie mêlée d'ariettes","Marmontel","Grétry"
"6/21/1781","Bth","Court","Der argwöhnische Ehemann","Lustspiel","Gotter","NA"
"6/21/1781","Kth","French","Tom Jones","Opéra comique","Poinsinet","Philidor"
"6/22/1781","","","Theaters closed",,"",
"6/23/1781","Bth","Court","Das Findelkind","Lustspiel","Brühl","NA"
"6/23/1781","Bth","Court","Yariko","Trauerspiel","Pelzel","NA"
"6/23/1781","Kth","French","La Fausse Magie","Comédie mêlée d'ariettes","Marmontel","Grétry"
"6/23/1781","Kth","French","La Pupille","Comédie","Fagan","NA"
"6/24/1781","Bth","Court","Das Findelkind","Lustspiel","Brühl","NA"
